Unnamed: 0,content,Quality,Service,Shipping,Packing
9145,Nội dung sách ko phải bàn nhưng khâu đóng gói thực sự tệ. Mình trông ngóng hàng gần 1 tuần mà nhận hàng thì bóc seal thấy góc bị nhăn như hình r. Đọc đánh giá thấy rất nhiều người mua hàng cũng giống như mình nhưng mà Tiki vẫn chưa sửa đổi. 2 sao ạ,1,,,0
9146,"Tốc độ wifi rất kém, không giống mô tả",0,,,
9147,Chất lượng đóng sách quá kém. Kb có phải sách chuẩn k hay là sách lậu k biết 😔😔😔,0,,,
9148,"Sách được đóng gói sơ sài không được bảo vệ tránh va đập. Sách không còn giấy bóng kính bên ngoài để bảo vệ sách (Sách mới có bóng kính, mình đã xem ở nhà sách Nhã Nam). Có rất nhiều vết bẩn và dấu tay (có những vết không làm sạch được). Cảm giác đây là hàng bán bị trả lại (có lẽ đây là nguyên nhân giá rẻ). Nếu là hàng bán bị trả lại, Tiki cần phải thông báo cho người mua được biết. Mình đã mua sách của Tiki Trading rồi, và lần nào cũng nhận được sách mới trong bóng kính. Không ngờ lần này mua tặng người thân lại bị đưa sách cũ bẩn như vây. Mình nhận xét để người mua khác cân nhắc khi mua, đừng thấy rẻ mà ham. 1* duy nhất vì giao hàng rất nhanh, nhưng nhanh mà như thế này thì mình cũng không cần đâu.",,,1,0
9149,"Đây là hình ảnh về tốc độ ghi/ chép dữ liệu của usb 3.0. Tốc độ chẳng khác gì như khi chưa đổi, vẫn tốc độ cao nhất là 10 đến 11 MB/s . Chán vô cùng chán.",0,,,
9150,"Lần đầu mua 2 cái giá mỗi cái 55K, dùng ổn. Lần này mua thêm 2 cái giá 35K, hàng đểu._x000D_
Sẽ không có lần thứ 3.",0,,,
9151,"Đã nhận được hàng sau hơn 1 tháng chờ đợi.
Hộp đựng đã bị rạch seal sẵn.
Sản phẩm bên trong ổn.",1,,0,0
9152,"tôi đã xem Nhà Giả Kim, quyển sách rất ý nghĩa nên hay mua tặng, đây cũng là quyển tôi mua để tặng và chọn dịch vụ bookcare

tuy đã bọc sách nhưng cảm giác khi cầm vào bụi nhám tay, nên không chắc bookcare là care thế nào, khi bọc sách bạn không thấy bụi sao? cả 4 quyển sách khác nhau trong thùng, tôi phải lấy khăn giấy, vừa lau bụi, vừa lau nước mưa

quyển này có thể do va đập trong lúc vận chuyển nên không thể mang tặng, yêu cầu tiki khắc phục sự cố ngoài ý muốn này",,,0,0
9153,thật ra chất lượng tốt và giao hàng nhanh nhưng do tôi đọc sách này cũng thấy hay vừa phải chứ không quá hay nên tôi đánh giá 3 sao cho sách😑,1,,1,
9154,trên mặt bàn có vết xướt và vết keo,0,,,
9155,tiền nào của nấy. cắm dây mạng vào khó khăn,0,,,
9156,Mua máy mà ko có củ sạc. Ko có tai nghe. Thật sự thất vọng,0,,,
9157,"Lắp pin vào bật không lên, cắm adapter vào thì đèn nháy vàng liên tục, đề nghị được hướng dẫn bảo hành hoặc đổi trả sản phầm. Xin cám ơn",0,,,
9158,"Tôi muốn liên hệ đổi hàng, do kết nối sóng chập chờn lúc đc lúc ko, lắp kích sóng tuy nhiên tốc độ bằng với kết nối wifi gốc",0,1,,
9159,"cuộn giấy vừa bé, vừa nhỏ so với quảng cáo. Quá lừa đảo.",0,,,
9160,quảng cáo 2 chiếc nhưng giao hàng có 1 chiếc,,0,,
9161,"Sản phẩm quá mỏng, dán không dính. Không nên mua.",0,,,
9162,Sử dụng được 1 tuần là hỏng,0,,,
9163,"Hàng giao móp gáy, nhăn bìa phần mép.",,,0,
9164,Mực in bị nhòe vậy là bị sao shop ơi,0,,,
9165,Giá giảm nên kg có phụ kiện chán lắm ấy,0,,,
9166,"Giao hàng nhanh, nhưng đây là sách đã xuất bản vào năm ngoái",0,,1,
9167,"1. Hàng giao rất chậm, cần hơn 10 ngày tôi mới nhận được hàng_x000D_
2. Bàn bị móp khi vừa mở hàng ra (tôi có chụp hình dưới đây)_x000D_
3. Bàn gia công kém chất lượng, dụng cụ để lắp không phù hợp, sẽ rất khó để bạn lắp được chiếc bàn này đẹp mà không có một bộ dụng cụ chuyên nghiệp.",0,,0,0
9168,"Ghi có sử dụng Bookcare nhưng chỉ có bao nilon mỏng quấn combo 2 cuốn thôi, ko có bọc sách từng cuốn nhé. Làm ăn *** !",,,,0
9169,"Dây nhỏ, bị chập chờn mạng",0,,,
9170,giao đúng sản phẩm nhưng ko có quà tặng bộ vệ sinh máy tính nên cho 1*,0,,,
9171,"Né cái shop này ra dùm nha mấy bn,bán hàng về kg sài được",0,,,
9172,"Cũng được, lúc đầu thấy hơi có mùi",0,,,
9173,"UPDATE 26/11/2022. Mua hàng ngày 24/8/2022_x000D_
_x000D_
Trước khi mình bỏ đèn này vào thùng rác mình vẫn còn muốn review lại cho các bạn có ý định mua đèn này (đặc biêt là đèn sạc tích điện, không dây này)._x000D_
_x000D_
Mình tần suất sử dụng chỉ 30p-2h các ngày trong tuần (mình dùng để đọc sách buổi sáng 1 chút, và buổi tối 1 chút trước khi ngủ) thôi.  Lúc đầu mới mua về nó có thể sáng (mức tối đa) 3h30-4h khi mình sử dụng, nhưng cuối tuần mình thường sử dụng full ngày nên mình quyết định sạc đầy và sau đó cắm đèn trực tiếp vào ổ điện để sử dụng ( vì đây là cách bạn mình có kiến thức bên đồ điện bày mình như vậy, làm như vay sẽ giúp bảo vệ pin hơn, ít mòn pin khi mình sử dụng nguồn trực tiếp là ổ điện), và tần suất sử dụng đèn cao nhất cũng chỉ 2 ngày cuối tuần. Đến khoảng đầu tháng 11 này, mình mỗi lần sử dụng đã phải cắm trực tiếp vào ổ điện thay vì sạc, và khoảnh 3, 4 lần như thế thì đèn bát đầu dạng không sạc đầy đủ điện vào nữa. Và khi sạc xong, dùng không cắm điện chỉ khoảnh 1 tiếng là tắt hết điện. Được vài lần như thế tiếp thì mình quyết định hẳn vừa sạc vừa dùng, nhưng 2-3 lần thì ok, mức tối đa sáng của nó chỉ là mức 4-5 (so với mức 10 lúc mới mua về). Nó sáng như 1 ngọn nến vậy 🙂._x000D_
_x000D_
Vâng có thể các bạn nói mình dùng sai cách nên nó hư như vậy, nhưng mình nghĩ dù thật sự mình dùng sai cách thì nếu là hàng tốt sẽ có lẽ không hư nhanh như vậy đâu ạ, và với giá tiền  400k có thể có rất nhiều đèn khác đẹp và bền hơn loại này, mình nghĩ chất _x000D_
lượng này quá là tồi với sản phẩm. Cá nhân mình mong các bạn nếu có ý định mua sản phẩm này nên cân nhắc và đọc kỹ các bình luận ạ, đừng dại dột như mình hiuhiu. Cảm ơn mọi người đã đọc ạ._x000D_
Nhận xét: 24/8: Hàng mình mới nhận nên mình sẽ không thể nhận xét nhiều về chất lượng. Nhưng người bán hàng ghi đây xuất xứ là Việt Nam. Nhưng khi mình xem thông tin thì đó là từ Trung Quốc. Còn nhập khẩu, phân phối mới là Việt Nam. Mình tin dùng, ủng hộ hãng Việt Nam nên mình mới quyết định mua. Nhưng khi thấy rõ ràng made in China là mình thấy sự không trung thực của shop rồi. Còn về sản phẩm nó chỉ tích điện rồi dùng thì mình nghĩ thời gian làm 6-8 tiếng liên tục sẽ không nên mua, ánh sáng tối đa chỉ dùng được 2 tiếng thôi ạ. Thứ 2, mình mới cắm sạc lần đầu tiên cho đèn, chưa đầy 10' mà đầu sạc đã nóng rồi.  Còn 2 sao là mình đánh giá SỰ KHÔNG TRUNG THỰC của Shop ạ!. Khá là hối hận ngay khi bóc sản phẩm. Chắc chắn sẽ không bao giờ quay lại đây để mua hàng",0,,,
9174,"Hoạt động tốt 1-2 ngày đầu, sau thì yếu hơn cả card trg máy...",0,,,
9175,"Giao hàng nhanh, vừa đặt đêm qua hôm nay đã giao. Đây là lần thứ 2 mua bộ phát wifi chuẩn gigabit này, tốc độ kết nối vẫn rất ấn tượng. Dù giá hơi cao nhưng đáng tiền. Tuy nhiên thật sự không hài lòng với cách đóng gói của Tiki. Chưa bao giờ thấy Tiki đóng gói sơ sài và cẩu thả như này. Bọc đúng màng bọc thực phẩm bên ngoài, khi vận chuyển còn gây móp nhẹ hộp hàng",1,,1,0
9176,"sách cực kỳ tệ nha, giao hàng từ HN vào nam mà chẳng cẩn thận gì cả, sách cữ bám bụi dính keo đầy cả :)))))",,,,0
9177,chui cấm 3 chấu  ko phù hợp VN,0,,,
9178,"Mua loại 5m, giao loại 2m, bó tay",,0,,
9179,"Cuốn sách kỳ vọng nhất trong đợt này mà thất vọng quá. Sách quá bẩn, bụi nhiều, cầm dơ tay, còn bị cuốn góc, dơ bìa ngoài hết lun, nhìn như sách cũ mặc dù xuất bản 2020. Cần cải thiết chất lượng bảo quản sách trong kho trước khi bán cho khách",,,,0
9180,"keo dán sơ sài quá,bìa bị bung.Mong Tiki kiểm tra lại trước khi giao hàng.",,0,,0
9181,Sách của mình được giao không có bọc chống sốc nên bìa của sách hơi bị xước và góc sách bị lỗi ạ :(((( mong lần sau shop sẽ chú ý hơn ạ,,,,0
9182,Giao khác màu nhau ghép vào xấu quá,,0,,
9183,shop lấy thùng 3 tầng sửa thành 4 tầng. 1 tầng gãy nghi vấn shop biết gãy nhưng vẫn gửi,0,0,,
9184,"nồi dùng 1 lần đã gỉ sét, chất liệu kém",0,,,
9185,hình 1 đằng giao 1 nẻo. hình 2 hộc tủ hiệu khác. giao 1 hộc hiệu cũng khác. tiki vui lòng cho biết trả hàng ra sao?,,0,,
9186,"giao hàng nhanh, nhưng sản phẩm lỗi. mua nhiều cuốn, thì đúng cuốn thích nhất thì bị lỗi!",0,,1,
9187,Không ổn định sau 2 tuần sử dụng,0,,,
9188,"Không thấy thuốc có tác dụng gì, chuột vẫn đi chợ chơi kk",0,,,
9189,Viết khá khó hiểu. Giống như dịch từ tiếng anh sang tiếng việt,0,,,
9190,Pin kém hơn nhiều so với quảng cáo,0,,,
9191,Để vặn mấy đồ nhỏ nhỏ thì oke chứ vặn vit của cổ điện đây 😅,0,,,
9192,"Sách bị gãy, bám bẩn, mua nhiều lần ở tiki mà lần đầu nhận sách bị như vậy. Hơi k vui còn Về nội dung thì sách hay, phân tích rõ các tư thế , các bạn học yoga nên đọc.",1,,,0
9193,"Mua 2 nhưng gửi 1 _x000D_
Nhưng lại tính giá 2 sản phẩm",,0,,
9194,Ko ket noi dc.ki biet phai lam sao lun,0,,,
9195,"Không hài lòng chút nào, giấy chất lượng quá kém, chỉ là lau tay mà cũng mủn rã nát, các gói giấy đóng gói còn k kín, rách vỡ linh tinh cả. Thất vọng nhất trong các sp đã mua trên tiki. Đây là giấy cũ mình vẫn còn so sánh với giấy mình vừa nhận được, khác hẳn nhau luôn!",0,,,0
9196,Phần mô tả sản phẩm ghi 880ml mà ly giao là 470ml. Mua hàng như đánh cược vậy. Ly oke. Nghiêng là đổ á ko hề kín. Đề nghị sửa mô tả sản phẩm cho đúng,,0,,
9197,"mình rất thất vọng, tin tưởng Tiki trading nhưng bọc hàng rất ẩu không có nilon bọc bên ngoài sách, để nguyên cuốn sách vào thùng carton quá rộng nên sách bị gãy gáy, gập bìa",,,,0
9198,"Giao hàng nhanh, đóng gói kĩ nhưng mà mình đặt bộ có tặng kèm sticker nhưng đến lúc mở ra thì lại không thấy. Mọi khi thì mình không chú ý những lỗi này nhưng mà do bản này đắt hơn bản thường nên mình cảm thấy rất khó chịu.",,0,1,1
9199,"Trước giờ mình mua từng cuốn thì mới tinh, bữa nay mua combo 3 cuốn thì nhận được sách cũ, bị cấn, bong keo nữa. Sau này k đặt combo nữa.",0,,,
9200,Giao kệ nhưng không có ốc vít.,0,,,
9201,Nói máy là hàng chính hãng mà chả có tem mác gì cả. Thắc mắc nhắn tin cho người bán thì cũng không nhận được câu trả lời thoả đáng. Tệ thật,0,0,,
9202,"Tựa sách và nội dung sách dường như không liên quan lắm. Đa phần là những mẫu truyện ngắn rời rạc được tác giả góp nhặt để chứng minh cho những gì được nhà sư Hoằng Nhất đúc kết. Đối với mình thì sách nuôi dưỡng tâm hồn ko thể bở qua cuốn “ Hiểu Về Trái Tim” của Thầy Minh Niệm. Ý nghĩa thấm nhuần từng câu chữ chứ ko rời rạc, lỉnh kỉnh như cuốn sách này.",0,,,
9203,"Mua hàng chính hãng mà bắt sóng yếu xìu, mạng 80 mbps mà chạy không nổi",0,,,
9204,"Sách còn mới chỉ khoảng 80%, góc cũng hơi móp nhẹ",0,,,
9205,Tôi đã nhận sp ngày 29/8 và ngày 2/9 mới bắt đầu tháo ra kích hoạt sd. Nhưng đến nay vẫn chưa sd được. Tôi đã cắm điện va làm theo hướng dẫn nhưng wifi ip của tôi vẫn ko thể tìm thấy thiết bị TP Link để kết nối. Tôi ko biết do tôi thao tác hay do sp bị lỗi. Đã gửi tin trao đổi về sp nhưng chưa nhận được hồi âm nào. Mong tiki và nhà cung cấp hỗ trợ!,0,1,,
9206,"Ngòi nhỏ. Khác với trc đây. Viết rất xấu, nét bút xấu",0,,,
9207,"Sản phẩm shop giao không đúng như hình ảnh. Trước mình mua túi màu xanh dùng thấy ổn, nay đặt thêm thì lại giao túi màu đỏ. Sản phẩm mỏng và ngắn hơn loại màu xanh đã dùng. Nói chung không hài lòng với cách làm việc của shop.",,0,,
9208,"lót ngồi ko có độ căng ngược lại, ngồi vào lún hẳn luôn, ko ngồi nữa thì có trở về hình dạng ban đầu, tóm lại ko thoải mái và ko hỗ trợ dc nhiều",0,,,
9209,"Hình thức đẹp mắt, ......nhưng tiếp điểm rất mỏng manh, dễ kẹt",0,,,
9210,mình đặt 2 dây nguồn số 8. shop giao cho mình 1 dây shop kiểm tra lại đơn hàng nhé,,0,,
9211,"nội dung sách rất hay, 4 sao. 

tuy nhiên chất lượng sách lại không tốt. ngoài ra, khi báo tiki thu hồi sản phẩm đổi trả, nhân viên tiki đến mà không thông báo trước dẫn đến 2 bên không sắp xếp được thời gian nhận lại hàng. nhân viên đã đề cập với khách tự lên 2bis NTMK để chủ động giờ giấc, thấy là ý hay nên mình đã đem đến thì được biết Tiki có bộ phận thu nhận riêng. thế nên mình đã tốn thời gian, thất vọng về nhân viên thu hồi sp.",1,0,,
9212,Cx đc đưa ra quyết định khi chính xác khi ko chả biết đường đâu mà rờ,1,,,
9213,Mình nghĩ giá sản phẩm thay đổi liên tục khá cao nhảy vọt mỗi lần mua rất loạn . Thay vì dùng hàng cái ca cầm lấy nước rất bất tiện dù đã có nắp miệng giữ trên bình nước vẫn tràn ngược cả nước bẩn & sạch hòa lẫn vào nhau . Chất lượng lõi lọc mình rất nghi ngờ ko phù hợp cho nhiều mục đích sử dụng nhiều nước . Mình đã tìm hiểu chọn được  nhiều các sản phẩm lọc nước thay thế có tính năng vượt trội hơn loại này nên ko còn mặn mà loại này nữa . đã bỏ qua 1 góc phủ bụi,0,,,
